month,borough,day_type,trip_type,route_id,period,actual_number_of_buses,scheduled_number_of_buses,service_delivered,distance,time
1,Bronx,2,LCL/LTD,BX15,Peak,360,388,0.927835052,19.275413998903716,80.66161041243525
1,Bronx,2,LCL/LTD,BX16,Peak,137,140,0.978571429,8.059339726288435,37.31110656643013
1,Bronx,2,LCL/LTD,BX17,Peak,202,212,0.952830189,13.65063271950582,76.31963711888731
1,Bronx,2,LCL/LTD,BX18,Peak,75,88,0.852272727,14.445054026580287,29.398970065910408
1,Bronx,2,LCL/LTD,BX19,Peak,259,290,0.893103448,13.354103350157018,28.567210046909285
1,Bronx,2,LCL/LTD,BX2,Peak,174,187,0.930481283,15.933544077008692,24.692224156982697
1,Bronx,2,LCL/LTD,BX20,Peak,15,15,1.0,19.182973476798896,42.37596316071571
1,Bronx,2,LCL/LTD,BX21,Peak,190,204,0.931372549,5.9042935879391445,108.7945267558473
1,Bronx,2,LCL/LTD,BX22,Peak,221,239,0.924686192,15.362666181117529,34.58752632150057
1,Bronx,2,LCL/LTD,BX23,Peak,85,104,0.817307692,9.72140051642481,96.1129304306319
1,Bronx,2,LCL/LTD,BX24,Peak,84,88,0.954545455,16.445686018424787,52.90305450574998
1,Bronx,2,LCL/LTD,BX26,Peak,158,165,0.957575758,9.356091998163482,100.9068260366149
1,Bronx,2,LCL/LTD,BX27,Peak,197,208,0.947115385,14.163604488311716,91.40003349253637
1,Bronx,2,LCL/LTD,BX28,Peak,134,137,0.97810219,18.936343950866124,109.15162395683137
1,Bronx,2,LCL/LTD,BX29,Peak,104,117,0.888888889,9.838042800607116,50.827896109086105
1,Bronx,2,LCL/LTD,BX3,Peak,292,313,0.932907348,7.903661035602164,116.90917754271968
1,Bronx,2,LCL/LTD,BX30,Peak,145,154,0.941558442,16.65592382206147,50.8927814657603
1,Bronx,2,LCL/LTD,BX31,Peak,150,161,0.931677019,9.657284455907458,69.30943247009284
1,Bronx,2,LCL/LTD,BX32,Peak,92,97,0.948453608,11.237227303591075,35.054929939865744
1,Bronx,2,LCL/LTD,BX33,Peak,105,114,0.921052632,10.707163561830637,48.8159433888384
1,Bronx,2,LCL/LTD,BX34,Peak,107,122,0.87704918,15.604812469857224,46.09178135407068
1,Bronx,2,LCL/LTD,BX35,Peak,257,285,0.901754386,17.861058781887035,17.609860104938505
1,Bronx,2,LCL/LTD,BX36,Peak,327,360,0.908333333,14.227863340739104,80.99136876424572
1,Bronx,2,LCL/LTD,BX38,Peak,127,128,0.9921875,17.48188183118473,13.063037200176897
1,Bronx,2,LCL/LTD,BX39,Peak,191,211,0.90521327,13.169285376377331,45.23151206317024
1,Bronx,2,LCL/LTD,BX4,Peak,103,112,0.919642857,8.667639477969544,100.07710662368103
1,Bronx,2,LCL/LTD,BX40,Peak,97,115,0.843478261,14.960646671945067,69.72669499214433
1,Bronx,2,LCL/LTD,BX41,Peak,221,237,0.932489451,13.455088693043177,109.54547877115874
1,Bronx,2,LCL/LTD,BX42,Peak,112,119,0.941176471,14.451431668646663,12.075721380719372
1,Bronx,2,LCL/LTD,BX46,Peak,53,57,0.929824561,19.19242060197527,84.73911079250786
1,Bronx,2,LCL/LTD,BX4A,Peak,106,110,0.963636364,4.835128781524841,72.79356952777948
1,Bronx,2,LCL/LTD,BX5,Peak,193,220,0.877272727,4.0682818335242,28.155478278265512
1,Bronx,2,LCL/LTD,BX6,Peak,296,316,0.936708861,9.023838234243083,20.720859038560864
1,Bronx,2,LCL/LTD,BX7,Peak,188,238,0.789915966,17.380625919652168,47.12518330201716
1,Bronx,2,LCL/LTD,BX8,Peak,85,97,0.87628866,7.299395813699434,95.505207997226
1,Bronx,2,LCL/LTD,BX9,Peak,291,335,0.868656716,14.168937136565303,19.382714860152205
1,Bronx,1,SBS,SBS12,Peak,1177,1244,0.946141479,1.6139177497929822,113.30364251510932
1,Bronx,1,SBS,SBS41,Peak,686,718,0.955431755,19.528989570855533,20.75919114070093
1,Bronx,2,SBS,SBS12,Peak,335,381,0.879265092,1.6139177497929822,113.30364251510932
1,Bronx,2,SBS,SBS41,Peak,212,238,0.890756303,19.528989570855533,20.75919114070093
1,Brooklyn,1,EXP,BM1,Peak,557,540,1.031481481,2.9390780395692224,50.25232519841232
1,Brooklyn,1,EXP,BM2,Peak,414,414,1.0,16.28183771545337,56.11353341687446
1,Brooklyn,1,EXP,BM3,Peak,383,378,1.013227513,2.083442068668597,86.76489788874291
1,Brooklyn,1,EXP,BM4,Peak,370,360,1.027777778,5.903598508655087,73.54843769938574
1,Brooklyn,1,EXP,BM5,Peak,228,215,1.060465116,1.604230701228278,117.46811881824465
1,Brooklyn,1,EXP,X27,Peak,661,684,0.966374269,18.594439940864035,14.586045309961635
1,Brooklyn,1,EXP,X28,Peak,648,684,0.947368421,1.9492506179577038,112.03327630274426
1,Brooklyn,1,EXP,X37,Peak,552,558,0.989247312,1.7377923140731237,79.79954179804211
1,Brooklyn,1,EXP,X38,Peak,517,522,0.990421456,7.709023559886831,70.48384268853914
1,Brooklyn,2,EXP,BM1,Peak,36,32,1.125,2.9390780395692224,50.25232519841232
1,Brooklyn,2,EXP,BM2,Peak,28,28,1.0,16.28183771545337,56.11353341687446
1,Brooklyn,2,EXP,BM3,Peak,33,32,1.03125,2.083442068668597,86.76489788874291
1,Brooklyn,2,EXP,BM4,Peak,31,31,1.0,5.903598508655087,73.54843769938574
1,Brooklyn,2,EXP,BM5,Peak,27,26,1.038461538,1.604230701228278,117.46811881824465
1,Brooklyn,2,EXP,X27,Peak,92,96,0.958333333,18.594439940864035,14.586045309961635
1,Brooklyn,2,EXP,X28,Peak,24,25,0.96,1.9492506179577038,112.03327630274426
1,Brooklyn,2,EXP,X37,Peak,21,21,1.0,1.7377923140731237,79.79954179804211
1,Brooklyn,2,EXP,X38,Peak,20,20,1.0,7.709023559886831,70.48384268853914
1,Brooklyn,1,LCL/LTD,B1,Peak,1289,1398,0.922031474,8.412516460082498,27.06565772452873
1,Brooklyn,1,LCL/LTD,B100,Peak,883,966,0.914078675,6.412639193978088,75.53952254855898
1,Brooklyn,1,LCL/LTD,B103,Peak,1404,1558,0.901155327,5.615643757964958,28.755270857580964
1,Brooklyn,1,LCL/LTD,B11,Peak,702,686,1.023323615,5.2854162361254815,86.28918881596343
1,Brooklyn,1,LCL/LTD,B12,Peak,926,999,0.926926927,1.3612907188442114,74.98234335923023
1,Brooklyn,1,LCL/LTD,B13,Peak,421,446,0.943946188,10.492854465178139,66.77430005245748
1,Brooklyn,1,LCL/LTD,B14,Peak,476,504,0.944444444,5.951154749837118,115.18870669987295
1,Brooklyn,1,LCL/LTD,B15,Peak,781,807,0.967781908,15.941700995383822,23.106872225324672
1,Brooklyn,1,LCL/LTD,B16,Peak,599,607,0.986820428,10.958307945970065,58.92083557700075
1,Brooklyn,1,LCL/LTD,B17,Peak,938,1026,0.914230019,5.747607342164795,43.34883591371766
1,Brooklyn,1,LCL/LTD,B2,Peak,430,445,0.966292135,13.654439996732991,92.8317376291619
1,Brooklyn,1,LCL/LTD,B20,Peak,548,577,0.949740035,15.406523709964505,39.76445012431854
1,Brooklyn,1,LCL/LTD,B24,Peak,272,279,0.974910394,1.699669254859748,110.44070896872968
1,Brooklyn,1,LCL/LTD,B25,Peak,626,651,0.961597542,9.564478838043627,102.14861178931118
1,Brooklyn,1,LCL/LTD,B26,Peak,739,780,0.947435897,13.323795368916254,80.03665368208131
1,Brooklyn,1,LCL/LTD,B3,Peak,831,850,0.977647059,19.682609215792727,105.94653576548173
1,Brooklyn,1,LCL/LTD,B31,Peak,490,519,0.944123314,2.495603181124598,67.29545727567032
1,Brooklyn,1,LCL/LTD,B32,Peak,182,186,0.978494624,2.016065283342773,104.26317393718092
1,Brooklyn,1,LCL/LTD,B35,Peak,1602,1673,0.957561267,6.724631709938304,97.35079385755894
1,Brooklyn,1,LCL/LTD,B36,Peak,926,998,0.927855711,19.017219399025795,109.85550515782212
1,Brooklyn,1,LCL/LTD,B37,Peak,283,279,1.014336918,5.625380109041586,34.88003637625302
1,Brooklyn,1,LCL/LTD,B38,Peak,1370,1461,0.937713895,9.835595148438257,15.70471158517953
1,Brooklyn,1,LCL/LTD,B4,Peak,387,408,0.948529412,9.42363370514245,36.868918747499535
1,Brooklyn,1,LCL/LTD,B41,Peak,1653,1738,0.951093211,1.796656375412327,107.13905352814615
1,Brooklyn,1,LCL/LTD,B43,Peak,527,556,0.947841727,19.320093783134862,15.646624875303434
1,Brooklyn,1,LCL/LTD,B44,Peak,714,745,0.958389262,7.462665511481862,41.20029859541404
1,Brooklyn,1,LCL/LTD,B45,Peak,546,552,0.989130435,13.698356318969921,26.05989280855292
1,Brooklyn,1,LCL/LTD,B46,Peak,2965,3150,0.941269841,3.422084397621787,87.81101828157789
1,Brooklyn,1,LCL/LTD,B47,Peak,571,575,0.993043478,15.570035344307914,80.46707787597154
1,Brooklyn,1,LCL/LTD,B48,Peak,346,345,1.002898551,1.0219649027300113,31.460584550842967
1,Brooklyn,1,LCL/LTD,B49,Peak,738,811,0.90998767,13.322442643009634,59.43885784382612
1,Brooklyn,1,LCL/LTD,B52,Peak,834,872,0.956422018,3.1497440687654965,40.347783211689254
1,Brooklyn,1,LCL/LTD,B54,Peak,694,725,0.957241379,4.945207823422717,66.31995262552485
1,Brooklyn,1,LCL/LTD,B57,Peak,399,428,0.932242991,1.4612664058382445,99.68630080996323
1,Brooklyn,1,LCL/LTD,B6,Peak,1543,1623,0.950708564,12.033629954311834,67.25666646284765
1,Brooklyn,1,LCL/LTD,B60,Peak,607,632,0.960443038,16.7474379465483,26.527554436336438
1,Brooklyn,1,LCL/LTD,B61,Peak,637,670,0.950746269,6.217894551503954,113.4428756766398
1,Brooklyn,1,LCL/LTD,B62,Peak,558,611,0.913256956,11.490986582403197,108.27682959858508
1,Brooklyn,1,LCL/LTD,B63,Peak,507,503,1.007952286,12.029977844188657,101.09550194931784
1,Brooklyn,1,LCL/LTD,B64,Peak,455,465,0.978494624,6.4968531737993915,38.587949796406164
1,Brooklyn,1,LCL/LTD,B65,Peak,463,501,0.924151697,11.368294601564818,99.00423628158887
1,Brooklyn,1,LCL/LTD,B67,Peak,336,352,0.954545455,1.5554855973721504,39.68987088196264
1,Brooklyn,1,LCL/LTD,B68,Peak,731,764,0.956806283,19.110304168827156,23.936786529782502
1,Brooklyn,1,LCL/LTD,B69,Peak,350,371,0.943396226,8.20979865333641,64.69956296477885
1,Brooklyn,1,LCL/LTD,B7,Peak,388,404,0.96039604,19.515137411489334,16.73176084207533
1,Brooklyn,1,LCL/LTD,B70,Peak,384,389,0.98714653,15.15068126953164,15.503372476093256
1,Brooklyn,1,LCL/LTD,B74,Peak,697,726,0.960055096,5.639801628971449,76.33478725290638
1,Brooklyn,1,LCL/LTD,B8,Peak,837,891,0.939393939,8.663365392386499,99.10198116887511
1,Brooklyn,1,LCL/LTD,B82,Peak,1213,1243,0.975864843,9.95010172767923,48.016807064103965
1,Brooklyn,1,LCL/LTD,B83,Peak,767,815,0.941104294,9.507313950074282,103.8292971408476
1,Brooklyn,1,LCL/LTD,B84,Peak,180,186,0.967741935,13.304761896654936,114.99548297142181
1,Brooklyn,1,LCL/LTD,B9,Peak,726,741,0.979757085,13.485754784143001,47.779706092079685
1,Brooklyn,2,LCL/LTD,B1,Peak,246,269,0.914498141,8.412516460082498,27.06565772452873
1,Brooklyn,2,LCL/LTD,B100,Peak,118,125,0.944,6.412639193978088,75.53952254855898
1,Brooklyn,2,LCL/LTD,B103,Peak,273,291,0.93814433,5.615643757964958,28.755270857580964
1,Brooklyn,2,LCL/LTD,B11,Peak,185,197,0.939086294,5.2854162361254815,86.28918881596343
1,Brooklyn,2,LCL/LTD,B12,Peak,306,323,0.947368421,1.3612907188442114,74.98234335923023
1,Brooklyn,2,LCL/LTD,B13,Peak,110,112,0.982142857,10.492854465178139,66.77430005245748
1,Brooklyn,2,LCL/LTD,B14,Peak,136,156,0.871794872,5.951154749837118,115.18870669987295
1,Brooklyn,2,LCL/LTD,B15,Peak,288,315,0.914285714,15.941700995383822,23.106872225324672
1,Brooklyn,2,LCL/LTD,B16,Peak,131,136,0.963235294,10.958307945970065,58.92083557700075
1,Brooklyn,2,LCL/LTD,B17,Peak,211,262,0.805343511,5.747607342164795,43.34883591371766
1,Brooklyn,2,LCL/LTD,B2,Peak,129,142,0.908450704,13.654439996732991,92.8317376291619
1,Brooklyn,2,LCL/LTD,B20,Peak,149,153,0.973856209,15.406523709964505,39.76445012431854
1,Brooklyn,2,LCL/LTD,B24,Peak,77,91,0.846153846,1.699669254859748,110.44070896872968
1,Brooklyn,2,LCL/LTD,B25,Peak,207,226,0.915929204,9.564478838043627,102.14861178931118
1,Brooklyn,2,LCL/LTD,B26,Peak,245,259,0.945945946,13.323795368916254,80.03665368208131
1,Brooklyn,2,LCL/LTD,B3,Peak,263,282,0.932624113,19.682609215792727,105.94653576548173
1,Brooklyn,2,LCL/LTD,B31,Peak,112,139,0.805755396,2.495603181124598,67.29545727567032
1,Brooklyn,2,LCL/LTD,B32,Peak,74,86,0.860465116,2.016065283342773,104.26317393718092
1,Brooklyn,2,LCL/LTD,B35,Peak,423,514,0.822957198,6.724631709938304,97.35079385755894
1,Brooklyn,2,LCL/LTD,B36,Peak,187,202,0.925742574,19.017219399025795,109.85550515782212
1,Brooklyn,2,LCL/LTD,B37,Peak,95,95,1.0,5.625380109041586,34.88003637625302
1,Brooklyn,2,LCL/LTD,B38,Peak,345,363,0.950413223,9.835595148438257,15.70471158517953
1,Brooklyn,2,LCL/LTD,B4,Peak,116,128,0.90625,9.42363370514245,36.868918747499535
1,Brooklyn,2,LCL/LTD,B41,Peak,533,564,0.945035461,1.796656375412327,107.13905352814615
1,Brooklyn,2,LCL/LTD,B43,Peak,146,158,0.924050633,19.320093783134862,15.646624875303434
1,Brooklyn,2,LCL/LTD,B44,Peak,253,273,0.926739927,7.462665511481862,41.20029859541404
1,Brooklyn,2,LCL/LTD,B45,Peak,156,173,0.901734104,13.698356318969921,26.05989280855292
1,Brooklyn,2,LCL/LTD,B46,Peak,692,747,0.926372155,3.422084397621787,87.81101828157789
1,Brooklyn,2,LCL/LTD,B47,Peak,178,192,0.927083333,15.570035344307914,80.46707787597154
1,Brooklyn,2,LCL/LTD,B48,Peak,117,122,0.959016393,1.0219649027300113,31.460584550842967
1,Brooklyn,2,LCL/LTD,B49,Peak,157,175,0.897142857,13.322442643009634,59.43885784382612
1,Brooklyn,2,LCL/LTD,B52,Peak,227,237,0.957805907,3.1497440687654965,40.347783211689254
1,Brooklyn,2,LCL/LTD,B54,Peak,180,204,0.882352941,4.945207823422717,66.31995262552485
1,Brooklyn,2,LCL/LTD,B57,Peak,144,149,0.966442953,1.4612664058382445,99.68630080996323
1,Brooklyn,2,LCL/LTD,B6,Peak,462,484,0.954545455,12.033629954311834,67.25666646284765
1,Brooklyn,2,LCL/LTD,B60,Peak,154,161,0.956521739,16.7474379465483,26.527554436336438
1,Brooklyn,2,LCL/LTD,B61,Peak,189,195,0.969230769,6.217894551503954,113.4428756766398
1,Brooklyn,2,LCL/LTD,B62,Peak,177,195,0.907692308,11.490986582403197,108.27682959858508
1,Brooklyn,2,LCL/LTD,B63,Peak,179,190,0.942105263,12.029977844188657,101.09550194931784
1,Brooklyn,2,LCL/LTD,B64,Peak,172,181,0.950276243,6.4968531737993915,38.587949796406164
1,Brooklyn,2,LCL/LTD,B65,Peak,102,122,0.836065574,11.368294601564818,99.00423628158887
1,Brooklyn,2,LCL/LTD,B67,Peak,96,99,0.96969697,1.5554855973721504,39.68987088196264
1,Brooklyn,2,LCL/LTD,B68,Peak,288,299,0.963210702,19.110304168827156,23.936786529782502
1,Brooklyn,2,LCL/LTD,B69,Peak,93,89,1.04494382,8.20979865333641,64.69956296477885
1,Brooklyn,2,LCL/LTD,B7,Peak,119,123,0.967479675,19.515137411489334,16.73176084207533
1,Brooklyn,2,LCL/LTD,B70,Peak,115,125,0.92,15.15068126953164,15.503372476093256
1,Brooklyn,2,LCL/LTD,B74,Peak,163,181,0.900552486,5.639801628971449,76.33478725290638
1,Brooklyn,2,LCL/LTD,B8,Peak,242,254,0.952755906,8.663365392386499,99.10198116887511
1,Brooklyn,2,LCL/LTD,B82,Peak,261,281,0.928825623,9.95010172767923,48.016807064103965
1,Brooklyn,2,LCL/LTD,B83,Peak,189,218,0.866972477,9.507313950074282,103.8292971408476
1,Brooklyn,2,LCL/LTD,B84,Peak,36,43,0.837209302,13.304761896654936,114.99548297142181
1,Brooklyn,2,LCL/LTD,B9,Peak,235,255,0.921568627,13.485754784143001,47.779706092079685
1,Brooklyn,1,SBS,SB44,Peak,998,1047,0.953199618,8.662452204477603,118.39463735874442
1,Brooklyn,2,SBS,SB44,Peak,242,285,0.849122807,8.662452204477603,118.39463735874442
1,Manhattan,1,LCL/LTD,M1,Peak,920,1084,0.848708487,16.225825238248504,35.71489060678063
1,Manhattan,1,LCL/LTD,M10,Peak,572,595,0.961344538,8.192398235352613,26.94837584382808
1,Manhattan,1,LCL/LTD,M100,Peak,609,653,0.932618683,15.36192755279901,12.879101731385681
1,Manhattan,1,LCL/LTD,M101,Peak,754,849,0.888103651,15.391537427158145,50.670416329507646
1,Manhattan,1,LCL/LTD,M102,Peak,404,489,0.826175869,16.76999952925695,66.69414279185234
1,Manhattan,1,LCL/LTD,M103,Peak,405,452,0.896017699,3.3388742344334394,34.29597281508241
1,Manhattan,1,LCL/LTD,M104,Peak,535,597,0.896147404,17.63110454799186,61.76553946129177
1,Manhattan,1,LCL/LTD,M106,Peak,329,353,0.932011331,9.532942649740626,73.64986736253408
1,Manhattan,1,LCL/LTD,M11,Peak,525,557,0.942549372,13.9810845721381,119.359506457367
1,Manhattan,1,LCL/LTD,M116,Peak,814,852,0.955399061,7.314301556331043,57.068868257331694
1,Manhattan,1,LCL/LTD,M12,Peak,178,184,0.967391304,6.1529066760505495,40.433045382709686
1,Manhattan,1,LCL/LTD,M14A,Peak,611,643,0.950233281,8.997933361884165,107.50796187338773
1,Manhattan,1,LCL/LTD,M14D,Peak,1342,1403,0.956521739,2.423912720572957,81.63371791613696
1,Manhattan,1,LCL/LTD,M15,Peak,591,658,0.898176292,9.583591949369183,81.52873338701218
1,Manhattan,1,LCL/LTD,M2,Peak,626,702,0.891737892,16.919355421082585,20.361663231314928
1,Manhattan,1,LCL/LTD,M20,Peak,309,350,0.882857143,12.044173557828271,107.43457708576979
1,Manhattan,1,LCL/LTD,M21,Peak,305,333,0.915915916,1.7703485257072684,50.71401972083512
1,Manhattan,1,LCL/LTD,M22,Peak,511,536,0.953358209,5.711659194095442,22.604751914113244
1,Manhattan,1,LCL/LTD,M23,Peak,707,765,0.924183007,15.553622855079352,36.199250753293725
1,Manhattan,1,LCL/LTD,M3,Peak,492,503,0.978131213,14.37191836678745,11.257828403552185
1,Manhattan,1,LCL/LTD,M31,Peak,606,643,0.942457232,16.017707993920062,105.78271111159764
1,Manhattan,1,LCL/LTD,M4,Peak,856,898,0.953229399,9.00553441186451,63.61215692457239
1,Manhattan,1,LCL/LTD,M42,Peak,604,630,0.958730159,7.484290429295603,21.143861788828257
1,Manhattan,1,LCL/LTD,M5,Peak,659,777,0.848133848,16.44535550785768,111.84384832821155
1,Manhattan,1,LCL/LTD,M50,Peak,375,373,1.00536193,5.868792861298206,117.86935074532207
1,Manhattan,1,LCL/LTD,M57,Peak,583,633,0.921011058,3.592256115051869,67.11767458512055
1,Manhattan,1,LCL/LTD,M66,Peak,1081,1209,0.894127378,17.039696984684845,73.36649498601082
1,Manhattan,1,LCL/LTD,M7,Peak,641,690,0.928985507,5.69671396699274,15.818297790220385
1,Manhattan,1,LCL/LTD,M72,Peak,559,596,0.937919463,1.459844633136202,46.81910889158033
1,Manhattan,1,LCL/LTD,M79,Peak,973,1061,0.917059378,19.600167185189612,14.543256473342211
1,Manhattan,1,LCL/LTD,M8,Peak,392,408,0.960784314,18.07837159602814,85.58677628485255
1,Manhattan,1,LCL/LTD,M86,Peak,1216,1368,0.888888889,19.517568515884083,36.42271119604841
1,Manhattan,1,LCL/LTD,M9,Peak,501,551,0.909255898,9.098494837220473,34.018878649640854
1,Manhattan,1,LCL/LTD,M96,Peak,1416,1488,0.951612903,10.687566295648285,100.21915937517315
1,Manhattan,1,LCL/LTD,M98,Peak,401,436,0.919724771,10.63655062736594,72.96088980799776
1,Manhattan,2,LCL/LTD,M1,Peak,178,186,0.956989247,16.225825238248504,35.71489060678063
1,Manhattan,2,LCL/LTD,M10,Peak,184,196,0.93877551,8.192398235352613,26.94837584382808
1,Manhattan,2,LCL/LTD,M100,Peak,197,210,0.938095238,15.36192755279901,12.879101731385681
1,Manhattan,2,LCL/LTD,M101,Peak,234,268,0.873134328,15.391537427158145,50.670416329507646
1,Manhattan,2,LCL/LTD,M102,Peak,192,199,0.964824121,16.76999952925695,66.69414279185234
